Date,open,high,low,close,volume,dividends,stock_splits
2018-02-06,5.053383030107459,5.579982899575483,5.04349360043852,5.577016353607178,1114800000,0.0,0.0
2018-02-07,5.675909474090779,5.809166407208525,5.604707168935576,5.656625270843506,802932000,0.0,0.0
2018-02-08,5.782219353651922,5.815347917369131,5.377503307648409,5.377750873565674,1144000000,0.0,0.0
2018-02-09,5.890259270861358,5.906081798787461,5.377751115232891,5.737718105316162,1674604000,0.0,0.0
2018-02-12,5.818808628460244,5.82177564678138,5.563420121542526,5.637588977813721,1093172000,0.0,0.0
2018-02-13,5.60124725742038,5.7975481843109264,5.568859974043135,5.751316070556641,625524000,0.0,0.0
2018-02-14,5.7110160872970255,5.997555905547845,5.699890712604371,5.968629837036133,744988000,0.0,0.0
2018-02-15,6.051948204904244,6.140456569165951,5.971104010941936,6.094224452972412,698900000,0.0,0.0
2018-02-16,6.067028442104457,6.180754091033498,6.019312824355167,6.028460502624512,637656000,0.0,0.0
2018-02-20,6.0509573164407975,6.226985136495736,6.0472485439625245,6.158008098602295,686240000,0.0,0.0
2018-02-21,6.222536415263297,6.229458829968278,5.967147411171281,5.970855712890625,892292000,0.0,0.0
2018-02-22,6.0047468062161995,6.07648785869084,5.924841854779317,5.990398406982422,534364000,0.00375,0.0
2018-02-23,6.050266344559125,6.0839104652404785,5.999552679682315,6.0839104652404785,415300000,0.0,0.0
2018-02-26,6.130172087657655,6.134624910221144,6.037650390133101,6.099991321563721,469312000,0.0,0.0
2018-02-27,6.073272825968691,6.157631085537884,6.064119933808233,6.087126731872559,455436000,0.0,0.0
2018-02-28,6.098012020840707,6.1375934004736,5.975062307273214,5.986689567565918,523116000,0.0,0.0
2018-03-01,5.984460321674532,6.03839008135663,5.643318200480787,5.744498252868652,1040120000,0.0,0.0
2018-03-02,5.6368872313838905,5.858048603142345,5.488209605460676,5.851616382598877,913428000,0.0,0.0
2018-03-05,5.801396598955456,5.869179790605233,5.677951967028865,5.829598426818848,620776000,0.0,0.0
2018-03-06,5.9149469753565045,6.009942552773209,5.871902244419192,5.9906463623046875,636808000,0.0,0.0
2018-03-07,5.887734807945896,6.034928484845222,5.886498096441713,5.982730388641357,581208000,0.0,0.0
2018-03-08,6.010188994512682,6.010188994512682,5.922120145526819,5.966402053833008,411912000,0.0,0.0
2018-03-09,6.013900520274829,6.081930976271816,5.997820911736378,6.069067478179932,505524000,0.0,0.0
2018-03-12,6.110380307149358,6.258810215948798,6.102216407367916,6.1786580085754395,605060000,0.0,0.0
2018-03-13,6.221453679402571,6.29591633188752,6.086629523082086,6.1279425621032715,619772000,0.0,0.0
2018-03-14,6.170989256342004,6.198201627277066,6.091084294558158,6.153425216674805,505496000,0.0,0.0
2018-03-15,6.167031015500129,6.24940939507046,6.126212461656657,6.168267726898193,401952000,0.0,0.0
2018-03-16,6.184594801881093,6.215517775890499,6.146992359791897,6.196469306945801,399456000,0.0,0.0
2018-03-19,6.139571009058713,6.168514583670847,5.862995928228588,5.961949348449707,713772000,0.0,0.0
2018-03-20,5.964917968832188,6.213043980411077,5.964917968832188,6.1742048263549805,554696000,0.0,0.0
2018-03-21,6.167772306200336,6.234071545337446,6.118543080402229,6.1489715576171875,438688000,0.0,0.0
2018-03-22,6.085640444198533,6.132148522015477,5.9456212431764275,5.982975959777832,551196000,0.0,0.0
2018-03-23,5.996582066781193,5.999055960912495,5.752167177512115,5.763299465179443,735620000,0.0,0.0
2018-03-26,5.887734548434682,6.049276147790006,5.835784174299207,6.048039436340332,611424000,0.0,0.0
2018-03-27,6.128933082184735,6.184594527299858,5.438732578298572,5.578999042510986,1409000000,0.0,0.0
2018-03-28,5.544613718812532,5.67473738103299,5.368229213181982,5.475841045379639,945904000,0.0,0.0
2018-03-29,5.544117455284402,5.825887552154622,5.459759688475533,5.729160785675049,916628000,0.0,0.0
2018-04-02,5.658657476410285,5.804861211799618,5.380597934610169,5.468419075012207,922092000,0.0,0.0
2018-04-03,5.635402571338361,5.698485226428694,5.475839923022608,5.574793338775635,667432000,0.0,0.0
2018-04-04,5.318999465191075,5.607201846705951,5.294013740483714,5.596811771392822,789168000,0.0,0.0
2018-04-05,5.655193655804861,5.668304872258876,5.405088720492209,5.4765825271606445,701240000,0.0,0.0
2018-04-06,5.3739190219646025,5.482025827414019,5.2710072544788105,5.300198554992676,662988000,0.0,0.0
2018-04-09,5.363280948847103,5.491178424649962,5.308856209958216,5.32889461517334,499524000,0.0,0.0
2018-04-10,5.559208500529911,5.6650886369671625,5.502062622929911,5.638123989105225,761676000,0.0,0.0
2018-04-11,5.623281927386973,5.664594980707421,5.5641571141666475,5.596811771392822,460244000,0.0,0.0
2018-04-12,5.6898273556732155,5.821435434328934,5.645545444430671,5.803623676300049,593920000,0.0,0.0
2018-04-13,5.867201385591195,5.875612532985618,5.678695144028108,5.726934909820557,503036000,0.0,0.0
2018-04-16,5.7336136698857745,5.760083820193843,5.632433609436205,5.726686954498291,350792000,0.0,0.0
2018-04-17,5.778885231267298,5.897629332002269,5.723223786595557,5.876354217529297,447224000,0.0,0.0
2018-04-18,5.82588831463755,5.918657239850551,5.75835283151511,5.847410678863525,391364000,0.0,0.0
2018-04-19,5.733118591808807,5.766515456860832,5.6106638917984695,5.666077613830566,471996000,0.0,0.0
2018-04-20,5.657420624475238,5.741778411534169,5.6267453658111215,5.6579155921936035,386200000,0.0,0.0
2018-04-23,5.6757283375607415,5.726936508099838,5.512455020767283,5.538430213928223,427508000,0.0,0.0
2018-04-24,5.56415653050257,5.66014109311447,5.406820514175754,5.472129821777344,414596000,0.0,0.0
2018-04-25,5.442444571917941,5.481531453334308,5.202482412930201,5.359818458557129,588492000,0.0,0.0
2018-04-26,5.521606579103608,5.579741925606837,5.455555052577292,5.571578025817871,375824000,0.0,0.0
2018-04-27,5.677458647463264,5.69724933345639,5.556735132612173,5.5990376472473145,400848000,0.0,0.0
2018-04-30,5.615364698643373,5.665088895021589,5.544365857958718,5.563661575317383,327844000,0.0,0.0
2018-05-01,5.555498146454636,5.621796917660815,5.496867835131047,5.619075775146484,253788000,0.0,0.0
2018-05-02,5.615613188797377,5.660141882314021,5.572320734983751,5.598543643951416,268248000,0.0,0.0
2018-05-03,5.63045514498317,5.790017803568889,5.585183771521596,5.763794898986816,443144000,0.0,0.0
2018-05-04,5.735097813592618,5.917172274967419,5.717781025991276,5.913956165313721,400660000,0.0,0.0
2018-05-07,6.01860012053473,6.209085745007756,6.008704542815401,6.151939868927002,687616000,0.0,0.0
2018-05-08,6.1521865019439765,6.197210621111661,6.103204529561816,6.194489479064941,506616000,0.0,0.0
2018-05-09,6.214528726301696,6.329809482941717,6.1873163563701175,6.327582836151123,596760000,0.0,0.0
2018-05-10,6.38052298278593,6.444347860329408,6.362711224455021,6.435194969177246,994080000,0.0,0.0
2018-05-11,6.253367494531822,6.426783586418015,6.197953766438804,6.296659469604492,1214456000,0.0,0.0
2018-05-14,6.334758021090902,6.3946250532774735,6.293444965477421,6.317193508148193,523140000,0.0,0.0
2018-05-15,6.2536150066679275,6.25633662108504,5.974318764054904,6.074756622314453,963528000,0.0,0.0
2018-05-16,6.0361651385746535,6.147982542631627,5.999304907719778,6.0858893394470215,553828000,0.0,0.0
2018-05-17,6.087618986315074,6.221700927249059,6.071538911199685,6.1279425621032715,519784000,0.0,0.0
2018-05-18,6.17989429058534,6.243224193322817,6.079208724483137,6.084156513214111,483716000,0.0,0.0
2018-05-21,6.1816265908328285,6.185337196830497,5.9493329353274635,6.042101860046387,640624000,0.0,0.0
2018-05-22,6.055460831126614,6.080693801379532,5.943395716516996,6.004004955291748,518264000,0.0,0.0
2018-05-23,5.947814133199135,6.128763754810888,5.947071458596598,6.127525806427002,442956000,0.00375,0.0
2018-05-24,6.1238126590922075,6.17356760620898,6.070592212062383,6.1312384605407715,437372000,0.0,0.0
2018-05-25,6.143862202222926,6.186933544844222,6.108217132244192,6.170596122741699,292112000,0.0,0.0
2018-05-29,6.152526694031698,6.221589763174247,6.106732520885247,6.15351676940918,352684000,0.0,0.0
2018-05-30,6.1871816591618956,6.271096324244064,6.162427888193122,6.26243257522583,390996000,0.0,0.0
2018-05-31,6.230501231484028,6.3171392053083055,6.21985733045954,6.242630481719971,493868000,0.0,0.0
2018-06-01,6.287434100302282,6.383231090742736,6.278770350797195,6.377042293548584,421968000,0.0,0.0
2018-06-04,6.411201950716572,6.578041673065869,6.379022379852716,6.556011199951172,642024000,0.0,0.0
2018-06-05,6.559229610246792,6.5990833315188215,6.514425512038851,6.561457633972168,391712000,0.0,0.0
2018-06-06,6.471353375282602,6.566655083736314,6.455015953037363,6.563436985015869,371356000,0.0,0.0
2018-06-07,6.559724423319073,6.571606271408705,6.417390591316016,6.507741928100586,369448000,0.0,0.0
2018-06-08,6.434966776067771,6.534971477875245,6.416153926237636,6.492395401000977,360456000,0.0,0.0
2018-06-11,6.47977015445347,6.521356151249096,6.438431558456218,6.451303482055664,265372000,0.0,0.0
2018-06-12,6.477789283475311,6.511949003270849,6.427539070796027,6.499819755554199,319160000,0.0,0.0
2018-06-13,6.5013065444481875,6.576310070715226,6.486206595581126,6.495365619659424,338208000,0.0,0.0
2018-06-14,6.540416994936527,6.663690110712842,6.525564448253936,6.607004165649414,430016000,0.0,0.0
2018-06-15,6.549823730107257,6.621114357436662,6.518881629026692,6.566161155700684,432260000,0.0,0.0
2018-06-18,6.522099345535489,6.579527968643321,6.494870619237534,6.561953067779541,356268000,0.0,0.0
2018-06-19,6.4587300197903375,6.526060343603368,6.31268374061217,6.440165042877197,594932000,0.0,0.0
2018-06-20,6.481255987302386,6.546110411737297,6.442887614438491,6.493137836456299,369780000,0.0,0.0
2018-06-21,6.525070413486416,6.543387989980937,6.356745308413323,6.364418983459473,359516000,0.0,0.0
2018-06-22,6.385209990081891,6.398577185063734,6.19658721650139,6.2119340896606445,434160000,0.0,0.0
2018-06-25,6.10549507239046,6.109207973107595,5.830481687176863,5.919099807739258,665816000,0.0,0.0
2018-06-26,6.03247148952847,6.080741085711662,5.938654650262679,5.990142345428467,478884000,0.0,0.0
2018-06-27,6.033709498174416,6.1000492736807725,5.8294914493806145,5.834937572479248,453892000,0.0,0.0
2018-06-28,5.825035022262918,5.974052448646908,5.817361348593089,5.962170600891113,338012000,0.0,0.0
2018-06-29,6.027273062771362,6.039897113250916,5.862908284353152,5.8641462326049805,392300000,0.0,0.0
2018-07-02,5.794588145344211,6.0000436384038744,5.7740425488243545,5.996330738067627,357572000,0.0,0.0
2018-07-03,6.030985964585119,6.036926888634016,5.854244536442996,5.862660884857178,222732000,0.0,0.0
2018-07-05,5.917861779456704,6.013410898540981,5.878998606440352,6.008460521697998,306216000,0.0,0.0
2018-07-06,5.983953793416658,6.130743199231445,5.962665521773146,6.122326850891113,296352000,0.0,0.0
2018-07-09,6.196588080979745,6.2062419052918445,6.09113727163684,6.169853687286377,303880000,0.0,0.0
2018-07-10,6.182230018294248,6.290898440419449,6.141881504263271,6.2688679695129395,360016000,0.0,0.0
2018-07-11,6.176042720387159,6.210697717776225,6.1166334789502885,6.127277851104736,367508000,0.0,0.0
2018-07-12,6.172577847662981,6.266889024728982,6.162676149038038,6.21886682510376,345508000,0.0,0.0
2018-07-13,6.237431960918624,6.237431960918624,6.129505717590321,6.171586990356445,246988000,0.0,0.0
2018-07-16,6.143862247467041,6.196835287335185,6.131485598443854,6.143862247467041,197036000,0.0,0.0
2018-07-17,6.094602126347052,6.2948593520955205,6.069105683576071,6.279759407043457,362136000,0.0,0.0
2018-07-18,6.272334568278364,6.286196567361284,6.179508276871868,6.2305006980896,277640000,0.0,0.0
2018-07-19,6.211688545639296,6.272335270556275,6.196589068721484,6.2386698722839355,235752000,0.0,0.0
2018-07-20,6.236194019068109,6.275057189826838,6.199558399724584,6.210450172424316,222352000,0.0,0.0
2018-07-23,6.183963872103707,6.185696621994708,6.022074513418084,6.17381477355957,301584000,0.0,0.0
2018-07-24,6.221838124975976,6.30847610776311,6.138913043462612,6.156488418579102,354620000,0.0,0.0
2018-07-25,6.165894064725927,6.247333786577135,6.107970168200348,6.2347092628479,319112000,0.0,0.0
2018-07-26,6.21465809835322,6.345109604051441,6.197825402320469,6.308226585388184,325124000,0.0,0.0
2018-07-27,6.34486280910675,6.351793808808183,6.184458796329842,6.23842191696167,295420000,0.0,0.0
2018-07-30,6.2525319041298255,6.258472828574286,6.008212743750892,6.043115615844727,340340000,0.0,0.0
2018-07-31,6.032718688086741,6.135941475759892,5.993855517213203,6.061185359954834,283988000,0.0,0.0
2018-08-01,6.09262210375238,6.147822691981243,6.037173642616299,6.101037979125977,283556000,0.0,0.0
2018-08-02,6.029746360278088,6.207725215651939,5.970832881837103,6.203764915466309,269668000,0.0,0.0
2018-08-03,6.228272495992537,6.26416544095455,6.211440271362289,6.240401744842529,214288000,0.0,0.0
2018-08-06,6.227777220859502,6.291641559130818,6.181240379627775,6.2881760597229,207508000,0.0,0.0
2018-08-07,6.336941596463925,6.379022867511441,6.310207673604659,6.360457420349121,258132000,0.0,0.0
2018-08-08,6.361696014638974,6.441897791360942,6.32679314039958,6.396845817565918,262100000,0.0,0.0
2018-08-09,6.414668846070261,6.417391671686915,6.340655392052926,6.348329067230225,204280000,0.0,0.0
2018-08-10,6.266393747226047,6.339417116553359,6.255254573188358,6.306989669799805,256396000,0.0,0.0
2018-08-13,6.315653913857038,6.460710588509444,6.3139211638074855,6.339912414550781,375208000,0.0,0.0
2018-08-14,6.445363233835185,6.48546435790696,6.362190759382864,6.4713544845581055,466220000,0.0,0.0
2018-08-15,6.492147517111359,6.526060315769318,6.334466789810063,6.413183689117432,591136000,0.0,0.0
2018-08-16,6.482989361687553,6.485464786511278,6.3124362268032534,6.37258768081665,801260000,0.0,0.0
2018-08-17,6.261195376416525,6.2619380509565366,6.033213650329379,6.060195446014404,1143188000,0.0,0.0
2018-08-20,6.019597679900904,6.26762918188013,5.909196050843865,6.134949684143066,854388000,0.0,0.0
2018-08-21,6.1512908083613675,6.275059233189005,6.131487879274509,6.270603656768799,673988000,0.0,0.0
2018-08-22,6.237926658031839,6.510711995151746,6.2344611584351854,6.50576114654541,749856000,0.0,0.0
2018-08-23,6.467146612285471,6.670621996329652,6.453284611251658,6.60527229309082,720684000,0.0,0.0
2018-08-24,6.613687302658173,6.753050431540471,6.609231727820069,6.73844575881958,531512000,0.0,0.0
2018-08-27,6.768149437553292,6.90379965670819,6.73671254293699,6.829538822174072,505776000,0.0,0.0
2018-08-28,6.8235977995951105,6.846371417728323,6.671857562045301,6.791913032531738,475384000,0.0,0.0
2018-08-29,6.784236891564404,6.922438117772443,6.763432517648559,6.897423267364502,420108000,0.00375,0.0
2018-08-30,6.8662167274391654,6.977421877255754,6.843678654077614,6.880581855773926,346608000,0.0,0.0
2018-08-31,6.860520587694516,6.964542937545964,6.850613472281395,6.951663970947266,306592000,0.0,0.0
2018-09-04,6.938537126858207,7.064106935468291,6.910054878103335,7.026461124420166,391720000,0.0,0.0
2018-09-05,7.008875869664056,7.0442929090346285,6.814700757330836,6.895689487457275,393156000,0.0,0.0
2018-09-06,6.879341871254845,6.881818649609334,6.721574916490937,6.754515171051025,322796000,0.0,0.0
2018-09-07,6.66238174160701,6.858786077065272,6.617553136187918,6.733216285705566,295420000,0.0,0.0
2018-09-10,6.755754386763955,6.834018794495546,6.711916398092858,6.804297924041748,220140000,0.0,0.0
2018-09-11,6.757983072323888,6.845659048570117,6.7371786994648915,6.756497383117676,243112000,0.0,0.0
2018-09-12,6.716621561738899,6.736187780649669,6.487029444982875,6.6425676345825195,419092000,0.0,0.0
2018-09-13,6.708448566653494,6.810984736361112,6.69111159018085,6.7203369140625,305536000,0.0,0.0
2018-09-14,6.810738545076135,6.912531654120937,6.773835342555874,6.846403121948242,386936000,0.0,0.0
2018-09-17,6.820890595388398,6.869929665132577,6.765164272407037,6.784482479095459,205528000,0.0,0.0
2018-09-18,6.788447522834709,6.891231241623151,6.705725097580059,6.712411880493164,299520000,0.0,0.0
2018-09-19,6.693836583123296,6.7540209346334565,6.643806882404037,6.7361884117126465,224860000,0.0,0.0
2018-09-20,6.614086680638897,6.656438513516968,6.54102335613122,6.595016002655029,430584000,0.0,0.0
2018-09-21,6.606903615345308,6.6524753029640475,6.491736006980724,6.524923801422119,435128000,0.0,0.0
2018-09-24,6.493964493880408,6.5841172482116885,6.406784062740959,6.5806498527526855,293912000,0.0,0.0
2018-09-25,6.64677788060918,6.672783344617386,6.561083145042525,6.647768497467041,280388000,0.0,0.0
2018-09-26,6.652723305428943,6.693093902462129,6.595015729129467,6.610866546630859,268548000,0.0,0.0
2018-09-27,6.646034769591449,6.667334685328497,6.59129952736597,6.622753620147705,214428000,0.0,0.0
2018-09-28,6.75476545198755,6.98237593229046,6.726778272323888,6.960085391998291,709396000,0.0,0.0
2018-10-01,7.037853014191831,7.2335137978794,6.999216118690469,7.166642665863037,622060000,0.0,0.0
2018-10-02,7.139151061144093,7.250850799273947,7.073022537327065,7.09531307220459,383964000,0.0,0.0
2018-10-03,7.165651620396451,7.173081956175866,6.997482463778114,7.101504802703857,320552000,0.0,0.0
2018-10-04,7.065345642833717,7.0896174149789255,6.840211492864486,6.917237758636475,391220000,0.0,0.0
2018-10-05,6.892469238547144,6.954634819894774,6.626221455154507,6.683681488037109,426636000,0.0,0.0
2018-10-08,6.600463690978605,6.715878831895351,6.441458097749331,6.582383632659912,408612000,0.0,0.0
2018-10-09,6.561826189154415,6.656436948310824,6.508824644576021,6.576686859130859,273500000,0.0,0.0
2018-10-10,6.470682608814398,6.51650229778058,6.082828016464882,6.085057258605957,684940000,0.0,0.0
2018-10-11,5.99787625448639,6.131371906855081,5.801967964480048,5.82351541519165,725436000,0.0,0.0
2018-10-12,6.080600173703527,6.180412037511291,5.935464158628126,6.106110095977783,608236000,0.0,0.0
2018-10-15,6.09273553773784,6.09273553773784,5.828717005642487,5.829707622528076,449760000,0.0,0.0
2018-10-16,5.942399600876374,6.099671517763144,5.893112976327913,6.088526248931885,408712000,0.0,0.0
2018-10-17,6.150690264280355,6.188832082621582,5.970880319634186,6.019919395446777,329668000,0.0,0.0
2018-10-18,6.089267136901641,6.127656014964158,5.8720584771996345,5.932490348815918,524020000,0.0,0.0
2018-10-19,5.9877222855493,6.007288030940109,5.639495194692938,5.675902843475342,613608000,0.0,0.0
2018-10-22,5.7281631027129825,5.828222512161618,5.623893216443317,5.726676940917969,368844000,0.0,0.0
2018-10-23,5.459438113358586,5.5525631967375535,5.367304119370685,5.47504186630249,626436000,0.0,0.0
2018-10-24,5.436651982419131,5.483214283431702,4.924961271134348,4.938830852508545,884288000,0.0,0.0
2018-10-25,4.841247503005438,5.194923191526612,4.79691397864822,5.147617816925049,951720000,0.0,0.0
2018-10-26,4.911585922996195,5.073315795889018,4.783044308720282,4.911090850830078,664784000,0.0,0.0
2018-10-29,5.052264228953305,5.055731623936277,4.359277470175553,4.597290515899658,758016000,0.0,0.0
2018-10-30,4.620324416876345,5.037651883419425,4.597290803449994,5.027744770050049,807192000,0.0,0.0
2018-10-31,5.192446262262898,5.265262023695887,5.052758912109638,5.2216715812683105,745772000,0.0,0.0
2018-11-01,5.258079236426178,5.411388629673101,5.131518856639171,5.401977062225342,566528000,0.0,0.0
2018-11-02,5.392565820626404,5.498321838465712,5.206316166256636,5.322969913482666,452960000,0.0,0.0
2018-11-05,5.309844491906411,5.333126118845687,5.084215274543809,5.244954586029053,379332000,0.0,0.0
2018-11-06,5.237028413996088,5.321236993864527,5.190218103167157,5.22736930847168,299012000,0.0,0.0
2018-11-07,5.293994200336113,5.38464204864236,5.230342441368791,5.294984817504883,483812000,0.0,0.0
2018-11-08,5.235790245681568,5.236533326540202,5.048302394658351,5.101799964904785,511352000,0.0,0.0
2018-11-09,5.012886190231208,5.184275244219184,4.979202844219404,5.093874931335449,413240000,0.0,0.0
2018-11-12,5.002483439892698,5.024526441101933,4.672583864639357,4.6943793296813965,617116000,0.0,0.0
2018-11-13,4.792210631250156,5.057714937530893,4.7860184470364615,4.9363555908203125,644712000,0.0,0.0
2018-11-14,5.109476896997176,5.123842023355172,4.775862910647352,4.883847713470459,526580000,0.0,0.0
2018-11-15,4.8779061067835885,5.084712732845421,4.841993508186407,5.012639999389648,840708000,0.0,0.0
2018-11-16,4.0449819011066905,4.226773081483235,4.002629606476951,4.072473526000977,1963520000,0.0,0.0
2018-11-19,4.007088164938161,4.007830773281226,3.582082592306919,3.5838162899017334,1697820000,0.0,0.0
2018-11-20,3.3202936052318517,3.82059133515084,3.301718237146986,3.6922972202301025,1692032000,0.0,0.0
2018-11-21,3.8295066684107675,3.8463483345404823,3.55681967912889,3.5840635299682617,1025496000,0.0,0.0
2018-11-23,3.5493896165314163,3.7049275527468377,3.5365106535621416,3.5912461280822754,411968000,0.0,0.0
2018-11-26,3.7123585412141398,3.8010251362467353,3.6298836564620114,3.7906229496002197,814832000,0.0,0.0
2018-11-27,3.7646167562745307,3.8887006076438215,3.7287044161695295,3.807464122772217,738060000,0.0,0.0
2018-11-28,3.9251085321475974,3.9696895993284227,3.792603956025248,3.9644885063171387,804524000,0.0,0.0
2018-11-29,3.9667205482148544,4.003908458780381,3.871023494431321,3.9012696743011475,549172000,0.004,0.0
2018-11-30,3.910938095276004,4.062417237761142,3.8606103158096103,4.051756858825684,729564000,0.0,0.0
2018-12-03,4.279098163719889,4.330665555943363,4.148692034920591,4.215630531311035,890804000,0.0,0.0
2018-12-04,4.171005462941813,4.175963975872411,3.8799474686671274,3.895070791244507,812112000,0.0,0.0
2018-12-06,3.754499492150649,3.92928302663204,3.7388806044084895,3.9243247509002686,692308000,0.0,0.0
2018-12-07,3.9285400477175796,3.9387048579851647,3.610210922187739,3.6595468521118164,681676000,0.0,0.0
2018-12-10,3.6146731177826097,3.789704696681949,3.6109542331426923,3.7649126052856445,629472000,0.0,0.0
2018-12-11,3.856643513372085,3.8648248715949456,3.5948400502405327,3.673926591873169,671912000,0.0,0.0
2018-12-12,3.6796285542081364,3.7877216394771915,3.590377441451514,3.691528797149658,654136000,0.0,0.0
2018-12-13,3.7383857739369306,3.802597010032099,3.6553325649979467,3.6912808418273926,471384000,0.0,0.0
2018-12-14,3.6496305411299965,3.7334275815818128,3.6072363350201284,3.630788803100586,471820000,0.0,0.0
2018-12-17,3.6007899714280147,3.672934542775032,3.501621833703234,3.5596351623535156,662868000,0.0,0.0
2018-12-18,3.603517562228325,3.726981771873274,3.5762464443172974,3.642936944961548,564372000,0.0,0.0
2018-12-19,3.6092190711629706,3.66276992638671,3.382372292711314,3.4339396953582764,745364000,0.0,0.0
2018-12-20,3.425510321904588,3.51550525020698,3.2896500951215173,3.3493988513946533,749588000,0.0,0.0
2018-12-21,3.375926256584158,3.4088997064269937,3.184779975743349,3.212299108505249,863740000,0.0,0.0
2018-12-24,3.1359404845285277,3.2224645688673443,3.0866043099194167,3.1505677700042725,463840000,0.0,0.0
2018-12-26,3.196680140101247,3.300806547513137,3.0856120037198855,3.2998149394989014,695100000,0.0,0.0
2018-12-27,3.2475035273629222,3.2819643864269965,3.103461950289589,3.2519659996032715,637044000,0.0,0.0
2018-12-28,3.27254378641105,3.4061727863495057,3.2306453898738328,3.313450574874878,628728000,0.0,0.0
2018-12-31,3.356837621601379,3.3893150418275453,3.2789906901735124,3.3097329139709473,465140000,0.0,0.0
2019-01-02,3.2388274610667933,3.4331966359301878,3.2242001748048237,3.377166748046875,508752000,0.0,0.0
2019-01-03,3.316921464491716,3.3508865238272074,3.165690356157027,3.1731278896331787,705552000,0.0,0.0
2019-01-04,3.2462644996476775,3.414602157842806,3.215522519387608,3.376422643661499,585620000,0.0,0.0
2019-01-07,3.43369263469947,3.5921135244875004,3.382373005044777,3.555173397064209,709160000,0.0,0.0
2019-01-08,3.6367386038009384,3.6389700768577153,3.394024887412629,3.466665506362915,786016000,0.0,0.0
2019-01-09,3.51798468814783,3.5821961609359905,3.467409127423472,3.5348434448242188,617260000,0.0,0.0
2019-01-10,3.5155056435531016,3.6092192305726094,3.455013056291232,3.6005420684814453,523156000,0.0,0.0
2019-01-11,3.578228931110371,3.7126017496663133,3.550462014744657,3.689793109893799,874764000,0.0,0.0
2019-01-14,3.6374827216550165,3.754996812091096,3.613930252224324,3.7297089099884033,730168000,0.0,0.0
2019-01-15,3.762433800893337,3.8018531789337877,3.6972309567970747,3.7155771255493164,617012000,0.0,0.0
2019-01-16,3.742848096532631,3.7758213112496786,3.6845869843535026,3.6900410652160645,470104000,0.0,0.0
2019-01-17,3.6570679827890755,3.8013573664582143,3.6297966317500565,3.761442184448242,493436000,0.0,0.0
2019-01-18,3.8112739906322273,3.9166400322433517,3.759706588014555,3.890608310699463,651336000,0.0,0.0
2019-01-22,3.86036289677271,3.87201512141612,3.658060151618433,3.6883063316345215,661552000,0.0,0.0
2019-01-23,3.74359206301233,3.832347373085581,3.669959840656427,3.701197624206543,591020000,0.0,0.0
2019-01-24,3.7857385189506694,3.930771492182378,3.781028025703517,3.9131693840026855,708972000,0.0,0.0
2019-01-25,3.8536673096849183,3.988535670239773,3.751028568394708,3.970437526702881,1154572000,0.0,0.0
2019-01-28,3.38534753923327,3.511538775931837,3.2477520997881224,3.421543836593628,2511528000,0.0,0.0
