Date,Open,High,Low,Close,Volume,dividends,stock_splits,Ticker
2018-01-02,79.21591241542377,79.38146319754676,78.63648818646578,79.05036163330078,22483800,0.0,0.0,MSFT
2018-01-03,79.1515299499605,79.56541040330565,79.06875806945834,79.41825103759766,26061400,0.0,0.0,MSFT
2018-01-04,79.63900275412412,80.62311546742032,79.62061133733707,80.11726379394531,21912000,0.0,0.0,MSFT
2018-01-05,80.62311955051327,81.3129134945788,80.41157965354323,81.1105728149414,23407100,0.0,0.0,MSFT
2018-01-08,81.11974916702951,81.4692491879205,80.56791552297773,81.19332885742188,22113000,0.0,0.0,MSFT
2018-01-09,81.5336275009685,81.60720718940996,80.80704386573612,81.13814544677734,19484300,0.0,0.0,MSFT
2018-01-10,80.8070687862306,81.11057983194388,80.39319519076517,80.77027893066406,18652200,0.0,0.0,MSFT
2018-01-11,81.05536619764442,81.05536619764442,80.23681146382096,81.00938415527344,17808900,0.0,0.0,MSFT
2018-01-12,81.55202685617006,82.5729223276381,81.34968620172472,82.4073715209961,24271500,0.0,0.0,MSFT
2018-01-16,82.86722450467084,83.50183702619276,80.94500254374965,81.25770568847656,36599700,0.0,0.0,MSFT
2018-01-17,81.92912336927127,83.03279081420175,81.62561236598411,82.9040298461914,25621200,0.0,0.0,MSFT
2018-01-18,82.59132754997243,83.39148400040257,82.46256658054813,82.86724090576172,24159700,0.0,0.0,MSFT
2018-01-19,82.90402952219463,83.33630149180276,82.46256535272632,82.7752685546875,36875000,0.0,0.0,MSFT
2018-01-22,82.77526906919721,84.26522643854351,82.5361385493634,84.25602722167969,23601600,0.0,0.0,MSFT
2018-01-23,84.52272033691406,84.89061170301682,84.191618809116,84.52272033691406,23412800,0.0,0.0,MSFT
2018-01-24,85.12057549994422,85.92993120150392,84.22844087628869,84.44917297363281,33277500,0.0,0.0,MSFT
2018-01-25,85.04698147319905,85.75516671568646,84.5503290751013,84.91822052001953,26383200,0.0,0.0,MSFT
2018-01-26,85.644809132381,86.50934600830078,85.1481567056461,86.50934600830078,29172200,0.0,0.0,MSFT
