Date,Open,High,Low,Close,Volume,dividends,stock_splits,Ticker
2018-01-02,176.4474377137419,180.320392750181,176.3183498195851,180.1614990234375,18151900,0.0,0.0,META
2018-01-03,180.61833742444432,183.49821460754387,180.07214964063118,183.38897705078125,16886600,0.0,0.0,META
2018-01-04,183.6173686771465,184.9182941200961,182.82293028684023,183.05133056640625,13880900,0.0,0.0,META
2018-01-05,184.3025942053248,185.60350456264763,183.64716886176095,185.55386352539065,13574500,0.0,0.0,META
2018-01-08,185.90141274321357,187.58961701399005,185.0374526791032,186.9739227294922,17994700,0.0,0.0,META
2018-01-09,187.39100138225356,187.49031375207448,185.8021095357,186.56675720214844,12393100,0.0,0.0,META
2018-01-10,185.6432364884832,186.5866434951304,184.34232612476595,186.5369873046875,10529900,0.0,0.0,META
2018-01-11,187.09310303993448,187.09310303993448,186.0801894740277,186.4674835205078,9588600,0.0,0.0,META
2018-01-12,176.8248221194416,180.22109627514337,176.16939680353218,178.125732421875,77551300,0.0,0.0,META
2018-01-16,180.2409692457433,180.4892350436025,176.80496393607828,177.1525421142578,36183800,0.0,0.0,META
2018-01-17,178.0165000950676,178.07609661430618,174.58050997978083,176.36802673339844,27992400,0.0,0.0,META
2018-01-18,176.8943360637807,179.72455682640532,175.85161677104932,178.55274963378906,23304900,0.0,0.0,META
2018-01-19,179.5954898373608,181.1049350253336,178.92019896657948,180.0324249267578,26826500,0.0,0.0,META
2018-01-22,179.54581584820178,184.10397195061572,179.15852183596283,184.0841064453125,21059500,0.0,0.0,META
2018-01-23,184.759402843244,188.2351238824501,184.26287126621452,188.03651428222656,25678800,0.0,0.0,META
2018-01-24,188.57273192518667,189.33739467582515,185.2261144736874,185.2559051513672,24334500,0.0,0.0,META
2018-01-25,186.64621476657425,187.311565254282,185.30558861478383,186.17947387695312,17377700,0.0,0.0,META
2018-01-26,186.4475844935367,188.68197631835935,185.5141028178072,188.68197631835935,17759200,0.0,0.0,META
2018-01-29,187.44068502512843,187.5300570792952,184.34233259047585,184.6898956298828,20453200,0.0,0.0,META
2018-01-30,186.3184766943827,186.87458955433985,180.5785737209212,185.8219451904297,20858600,0.0,0.0,META
2018-01-31,187.0632960772574,188.5131749075935,183.935153293514,185.59356689453125,43275100,0.0,0.0,META
2018-02-01,186.91433689422144,193.96509092767525,186.58662425462197,191.75054931640625,54211300,0.0,0.0,META
2018-02-02,190.7078381562412,192.862798498052,188.66213051855547,188.9600524902344,26677500,0.0,0.0,META
2018-02-05,185.6332908601518,189.2877712006641,179.35713951321085,180.00262451171875,33128200,0.0,0.0,META
2018-02-06,177.3312558616572,184.4813059745729,176.5070118059286,184.0244903564453,37758500,0.0,0.0,META
2018-02-07,182.87257674430663,183.7961333721886,178.70171445975492,178.93011474609375,27601900,0.0,0.0,META
2018-02-08,179.7543644742594,180.57860874905867,170.29047338537103,170.38978576660156,38478300,0.0,0.0,META
2018-02-09,173.54771013067952,175.67286465933802,166.02028965737182,174.8883514404297,39887600,0.0,0.0,META
2018-02-12,175.83176430297976,176.31837071645086,170.64797328888466,175.186279296875,32092100,0.0,0.0,META
2018-02-13,174.40175031635505,174.74932848952264,171.899242020138,171.94888305664062,21809400,0.0,0.0,META
2018-02-14,172.2467885396452,178.56267034718502,172.00846309785055,178.27468872070312,28929700,0.0,0.0,META
2018-02-15,179.24791741193448,179.24791741193448,175.61330226427154,178.711669921875,20922100,0.0,0.0,META
2018-02-16,177.7483668653608,178.63219240402876,175.07702474485308,176.12966918945312,20645300,0.0,0.0,META
2018-02-20,174.55070653465867,176.7155768341903,173.89528124742893,174.78903198242188,21204900,0.0,0.0,META
2018-02-21,175.4842151812032,180.01258121818572,175.17635284241317,176.67588806152344,23200800,0.0,0.0,META
2018-02-22,177.46037052883577,178.95990548734832,176.17932581453093,177.7483673095703,18464200,0.0,0.0,META
2018-02-23,178.65207090825703,182.11786707272893,178.2647768505722,182.0185546875,19007300,0.0,0.0,META
2018-02-26,183.2995927610033,184.3721027504368,181.9490263098212,183.64715576171875,17599700,0.0,0.0,META
2018-02-27,183.17051283771903,183.41877864941367,180.2012634277344,180.2012634277344,15849800,0.0,0.0,META
2018-02-28,181.0354412501229,181.61141977811585,176.90429431668986,177.0830535888672,18783000,0.0,0.0,META
2018-03-01,177.76825515488954,178.8705560195238,173.20017308523572,174.7195587158203,23201600,0.0,0.0,META
2018-03-02,172.0879188241625,175.88142760012752,171.7900119803472,175.3948211669922,20025900,0.0,0.0,META
2018-03-05,174.97769799085455,179.89335682210637,174.6698508845833,179.1485595703125,16189300,0.0,0.0,META
2018-03-06,180.5189934594955,181.1148373290276,177.86751703066193,178.53286743164062,15086800,0.0,0.0,META
2018-03-07,177.50009850119213,182.54486071271015,176.83474806296604,182.4356231689453,19097300,0.0,0.0,META
2018-03-08,182.28667255360855,183.120841977382,180.1913086646202,181.07513427734372,17225900,0.0,0.0,META
2018-03-09,182.63423298546263,184.22312480696067,181.9390918664985,183.945068359375,18526300,0.0,0.0,META
2018-03-12,183.9450733877962,184.8090485869997,182.94208511393973,183.47833251953125,15301200,0.0,0.0,META
2018-03-13,184.3224532433008,184.69982209203795,179.85366903519062,180.6183319091797,18067500,0.0,0.0,META
2018-03-14,181.3333409353833,182.97188910499776,180.58854355775105,182.9123077392578,16821700,0.0,0.0,META
2018-03-15,181.96888520383368,182.72360769359665,180.92616593368984,182.58457946777344,15614300,0.0,0.0,META
2018-03-16,183.21023197334932,184.04440140984715,182.13772191802008,183.8060607910156,24403400,0.0,0.0,META
2018-03-19,175.78210409554964,175.9409978374931,168.88031817988215,171.36297607421875,88140100,0.0,0.0,META
