,AAPL,MSFT,NVDA,TSLA,AMZN,META,GOOGL
2022-09-26,93339400,27694200,547343000,58076900,62723300,30497000,27072700
2022-09-27,84442700,27018700,553854000,61925200,60094700,30826500,30072800
2022-09-28,146691400,29029700,542414000,54664800,55763800,32658500,32466300
2022-09-29,128138200,27484200,532763000,77620600,58969700,38985400,31047200
2022-09-30,124925300,35694800,565638000,67726600,59479600,33166400,32941500
2022-10-03,114311700,28880400,547478000,98363500,50941900,27723100,27982000
2022-10-04,87830100,34888400,584182000,109578500,62812600,34670700,28850800
2022-10-05,79471000,20347100,507131000,86982700,48217500,27979300,22176900
2022-10-06,68402200,20239900,644157000,69298400,42253800,36231100,22324000
2022-10-07,85925600,37769600,672478000,83916800,54678000,33214800,27502800
2022-10-10,74899000,29743600,698699000,67925000,42339700,24024000,18225100
2022-10-11,77033700,30474000,667482000,77013200,56432200,38481400,26507100
2022-10-12,70433700,21903900,492590000,66860700,45728700,34605200,21876400
2022-10-13,113224000,42551800,850103000,91483000,86868100,34325700,34574500
2022-10-14,88598000,30198600,713432000,94124500,67737300,23559400,25410700
2022-10-17,85250900,28142300,580774000,79428800,62782000,29612200,28419200
2022-10-18,99136600,26329600,659362000,75891900,65607400,25445000,24060700
2022-10-19,61758300,19985700,523131000,66571500,47198100,30691000,23811100
2022-10-20,64522000,21811000,652398000,117798100,48795100,26356300,25323200
2022-10-21,86548600,26299700,609494000,75713800,55660500,46348600,32458700
2022-10-24,75981900,24911200,517457000,100446800,49531500,63563400,27176400
2022-10-25,74732300,34775500,505482000,96507900,50934600,38433200,40611400
2022-10-26,88194300,82543200,532953000,85012500,68802300,82791500,88114100
2022-10-27,109180200,40424600,583113000,61638800,129605400,232316600,60710900
2022-10-28,164762400,40647700,521040000,69152400,223133400,95928300,43697300
2022-10-31,97943200,28357300,486341000,61554300,99251400,121361400,31675000
2022-11-01,80379300,30592300,432817000,62688800,153370000,110189600,47161400
2022-11-02,93604600,38407000,672628000,63070300,135761800,71821100,57038300
2022-11-03,97918500,36633900,500065000,56538800,136683300,60664000,61288000
2022-11-04,140814800,36789100,612576000,98622200,129101300,55638100,51124900
2022-11-07,83374600,33498000,410061000,93916500,77495700,81987300,34078900
2022-11-08,89908500,28192500,595292000,128803400,88703400,52088300,30429000
2022-11-09,74917800,27852900,454414000,127062700,90796200,107677300,31769100
2022-11-10,118854000,46268000,700819000,132703000,173414900,80671000,51620100
2022-11-11,93979700,34620200,655487000,114403600,111590500,59961700,33090500
2022-11-14,73374100,31123300,527852000,92226600,99533100,53395000,30179500
2022-11-15,89868300,31390100,545876000,91293800,111336300,50670500,41640800
2022-11-16,64218300,24093300,649547000,66567600,87958800,33287800,29105200
2022-11-17,80389400,23123500,710894000,64336000,82617900,35093800,26052600
2022-11-18,74829600,27613500,492072000,76048900,72428200,33357700,28342300
2022-11-21,58724100,26394700,404739000,92882700,84330300,24351100,21647400
2022-11-22,51804100,19665700,472866000,78452300,62192000,29029000,23438500
2022-11-23,58301400,19508500,427241000,109536700,59414700,21343100,18868100
2022-11-25,35195900,9200800,167934000,50672700,35088600,12007600,9701400
2022-11-28,69246000,24778200,303741000,92905200,74943100,23309400,26237500
2022-11-29,83763800,17956300,298384000,83357100,65567300,23899200,20061700
2022-11-30,111380900,47594200,565298000,109186400,102805800,43348600,43647500
2022-12-01,71250400,26041500,470977000,80046200,68488000,36551400,28687100
2022-12-02,65447400,21528500,371389000,73645900,72496400,39950500,21480700
2022-12-05,68826400,23435300,352255000,93122700,71535500,35474900,24405100
2022-12-06,64727200,22463700,352694000,92150800,75503600,43689200,24910700
2022-12-07,69721100,20481500,372388000,84213300,68086900,29461100,31045400
2022-12-08,62128300,22611800,515456000,97624500,73305900,30619400,32213300
2022-12-09,76097000,20609700,465338000,104872300,67398500,26033400,28225400
2022-12-12,70462700,30665100,457328000,109794500,61999800,24747100,29420000
2022-12-13,93886200,42196900,656589000,175862700,100212000,44701100,40593700
2022-12-14,82291200,35410900,496888000,140682300,70298000,36922000,28733600
2022-12-15,98931900,35560400,478542000,122334500,84802900,34531000,40107000
2022-12-16,160156900,86102000,478232000,139032200,146144100,67064000,58011800
2022-12-19,79592600,29696400,354039000,139390600,83531500,29769900,29493000
2022-12-20,77432800,25150800,403260000,159563300,74348300,28742500,23453800
2022-12-21,85928000,23690600,325025000,145417400,59267200,20392800,24745600
2022-12-22,77852100,28651700,565045000,210090300,81431300,23618100,27658300
2022-12-23,63814900,21207000,349326000,166989700,57433700,17796600,23003000
2022-12-27,69007800,16688600,464902000,208643400,57284000,21392300,20097300
2022-12-28,85438400,17457100,351066000,221070500,58228600,19612500,19523200
2022-12-29,75703700,19770700,354923000,221923300,54995900,22366200,23333500
2022-12-30,77034200,21938500,310490000,157777300,62401200,19583800,23986300
2023-01-03,112117500,25740000,401277000,231402800,76706000,35528500,28131200
2023-01-04,89113600,50623400,431324000,180389000,68885100,32397100,34854800
2023-01-05,80962700,39585600,389168000,157986300,67930800,25447100,27194400
2023-01-06,87754700,43613600,405044000,220911100,83303400,27584500,41381500
2023-01-09,70790800,27369800,504231000,190284000,65266100,26649100,29003900
2023-01-10,63896200,27033900,384101000,167642500,67756600,28684400,30467800
2023-01-11,69458900,28669300,353285000,183810800,103126200,25423000,26862000
2023-01-12,71379600,27269500,551409000,169400900,85254800,30757700,30258100
2023-01-13,57809700,21333300,447287000,180714100,85549400,22423800,26329200
2023-01-17,63646600,29831300,511102000,186477000,72755000,21147600,32602400
2023-01-18,69672800,30028700,439624000,195680300,79570400,20215500,29116700
2023-01-19,58280400,28623000,452932000,170291900,69002700,28625200,37000400
2023-01-20,80223600,35389800,564967000,138858100,67481500,28688600,63191100
2023-01-23,81760300,31934000,655163000,203119200,76501100,27470100,40005100
2023-01-24,66435100,40234400,496204000,158699100,66929500,21970200,33078500
2023-01-25,65799300,66526600,449537000,192734300,94261600,26622000,42330000
2023-01-26,54105100,33454500,489535000,234815100,68523600,25482100,30114000
2023-01-27,70555800,26498900,542142000,306590600,87775600,35771900,33879800
2023-01-30,64015300,25867400,488611000,230878800,70691900,28040100,27226200
2023-01-31,65874500,26541100,498017000,196813500,66527300,29842100,29870700
2023-02-01,77663600,31259900,660477000,213806300,80450100,55661000,35531100
2023-02-02,118339000,39940400,564276000,217448300,158154200,150475700,69883800
2023-02-03,154357300,29077300,429366000,232662000,144374800,76809700,65309300
2023-02-06,69858300,22518000,452197000,186188100,81945200,42483800,31999600
2023-02-07,83322600,50841400,664150000,186010300,119501300,47080700,49010200
2023-02-08,64120100,54686000,559651000,180673600,75878300,36139100,94743500
2023-02-09,56007100,42375100,523876000,215431400,64622500,37118800,119455000
2023-02-10,57450700,25818500,550737000,204754100,52740100,33433600,54980700
2023-02-13,62199000,44630900,474919000,172475500,52841500,31463200,50076100
2023-02-14,61707600,37047900,675474000,216455700,56202900,24034600,54726100
2023-02-15,65573800,28922400,420575000,181006400,47957600,25308900,50169000
2023-02-16,68167900,29603600,412026000,229586500,56339200,25827500,42462600
2023-02-17,59144100,30000100,465888000,213738500,60029400,24171300,34284100
2023-02-21,58867200,28397400,410015000,180018600,56580400,34592600,33629300
2023-02-22,51011300,22491100,513184000,191828500,59534100,22433200,30884000
2023-02-23,48394200,29219100,1117995000,146360000,48467000,20017800,41206400
2023-02-24,55469600,24990900,589716000,142228100,57053800,19791300,36585100
2023-02-27,44998500,21190000,452994000,161028300,47470300,19277000,27502300
2023-02-28,50547000,22491000,455963000,153144900,43959300,46051100,30142000
2023-03-01,55479000,27565300,460026000,156852800,52299500,30998400,31111200
2023-03-02,52238100,24808200,389415000,181500700,55509400,17352000,32204400
2023-03-03,70732300,30760100,412393000,154193300,55759600,45877700,35160100
2023-03-06,87558000,24109800,437429000,128100100,52112400,33209400,32639300
2023-03-07,56182000,21473200,515154000,148125800,49100700,36701500,27835500
2023-03-08,47204800,17340200,513573000,151897800,44899100,19432400,34103300
2023-03-09,53833600,26653400,501257000,170023800,56218700,26582800,28813500
2023-03-10,68572400,28333900,474866000,191488900,69827500,25665000,35941000
2023-03-13,84457100,33339700,421890000,167790300,72397100,24728000,37335600
2023-03-14,73695900,33620300,474910000,143717900,60912700,41642600,36050200
2023-03-15,77167900,46028000,524486000,145995600,70731800,42123600,50622100
2023-03-16,76161100,54768800,583253000,121136800,84446900,50447100,65492000
2023-03-17,98944600,69527400,848547000,133197100,87300200,50141100,61028500
2023-03-20,73641400,43466600,432747000,129684400,62388900,25186300,32960400
2023-03-21,73938300,34558700,547408000,153391400,58597300,31827000,42110300
2023-03-22,75701800,34873300,797295000,150376400,57475400,28477800,43427400
2023-03-23,67622100,36610900,564889000,144193900,57559300,27389700,40797800
2023-03-24,59196500,28172000,454920000,116312400,56095400,27716400,30393300
2023-03-27,52390300,26840200,361026000,120851600,46721300,18527200,31120900
2023-03-28,45992200,21878600,356104000,98654600,38720100,19127300,32057900
2023-03-29,51305700,25087000,393694000,123660000,49783300,18851100,28779600
2023-03-30,49501700,25053400,364516000,110252200,53633400,22608300,33086200
2023-03-31,68749800,32766000,433933000,170222100,56750300,25440300,36863400
2023-04-03,56976200,24883300,398716000,169545900,41135700,17924600,25035400
2023-04-04,46278300,25824300,368592000,126463800,48662500,21026400,24420100
2023-04-05,51511700,22064800,515015000,133882500,45175400,19396600,28290500
2023-04-06,45390100,29770300,397654000,123857900,43808000,26104400,48711500
2023-04-10,47716900,23103000,395279000,142154600,37261200,16106100,27067400
2023-04-11,47644200,27276600,314378000,115770900,60417800,16710100,26311800
2023-04-12,50133100,27403400,446259000,150256300,56735000,18972200,24370300
2023-04-13,68445600,24222700,353615000,112933000,67925100,23310400,24843600
2023-04-14,49386500,20987900,395660000,96438700,51450500,21591200,26578000
2023-04-17,41516200,23836200,321471000,116662200,39919500,15481900,37571200
2023-04-18,49923000,20161800,604812000,92067000,39790500,12281000,26596400
2023-04-19,47720200,17150300,358660000,125732700,58398900,15898100,20905700
2023-04-20,52456400,23244400,427713000,210970800,57696900,16475400,27820800
2023-04-21,58337300,21676400,345103000,123539000,86774200,17717200,25800100
2023-04-24,41949600,26611000,339282000,140006600,69575600,15750900,23542800
2023-04-25,48714100,45772200,378527000,121999300,65026800,19198200,46664100
2023-04-26,45498800,64599200,406337000,153364100,73803800,41992700,53347600
2023-04-27,64902300,46462600,377161000,127015200,149961200,71196500,50089200
2023-04-28,55275900,36469600,292216000,122515800,130715900,39554000,36139800
2023-05-01,52472900,21294100,570329000,109015000,74728100,29143900,26681700
2023-05-02,48425700,26404400,402730000,128259700,73469400,24350100,30997200
2023-05-03,65136000,22360800,383387000,119728000,65051900,34463900,21795400
2023-05-04,81235400,22519900,321850000,95108500,45345500,17889400,23419500
2023-05-05,113453200,28197100,361494000,107607300,56951700,27000500,26639300
2023-05-08,55962800,21318600,344979000,112249400,49430900,16400500,26511400
2023-05-09,45326900,21340800,314869000,88965000,44089400,16865600,36360100
2023-05-10,53724500,30078000,369350000,119840700,78627600,19119000,63153400
2023-05-11,49514700,31680200,322149000,103889900,74924800,20449000,78900000
2023-05-12,45533100,19774700,274222000,157849600,49852700,16161400,41102300
2023-05-15,37266700,16336500,293926000,105592500,53011100,20653200,36266800
2023-05-16,42110300,26730300,449405000,98288800,71472900,18163800,45035600
2023-05-17,57951600,24315000,432535000,125473600,65655200,21193100,33323600
2023-05-18,65496700,27276000,748725000,109520300,73174100,22943300,35234200
2023-05-19,55809500,27546700,473908000,136196700,55056300,21733600,41353400
2023-05-22,43570900,24115700,372000000,132001400,70741100,27738500,35253000
2023-05-23,50747300,30797200,356253000,156952100,67576300,17748100,34046300
2023-05-24,45143500,23384900,721419000,137605100,63487900,17724300,34182600
2023-05-25,56058300,43301700,1543911000,96870700,66496700,22371400,42317000
2023-05-26,54835000,36630600,714397000,162061500,96779900,25727200,35635900
2023-05-30,55964400,29503100,923401000,128818700,64314800,23816500,35076700
2023-05-31,99625300,45950600,1002580000,150711700,72800800,25473700,37325800
2023-06-01,68901800,26773900,635873000,148029900,54375100,25609500,30772700
2023-06-02,61996900,25873800,482731000,164398400,61264400,19416900,26980100
2023-06-05,121946500,21307100,396094000,151143100,47950100,20742900,32305500
2023-06-06,64848400,20396200,388729000,146911600,45695200,19419000,26638300
2023-06-07,61944600,40717100,511998000,185710800,95663300,26163600,52539000
2023-06-08,50214900,23277700,417772000,164489700,62159300,20899400,29389200
2023-06-09,48900000,22529000,427717000,200242400,51396000,16949800,23778300
2023-06-12,54274900,24260300,388701000,150337900,51338000,15442500,28306400
2023-06-13,54929100,22951300,613208000,162384300,50564800,16164000,22278300
2023-06-14,57462900,26003800,740465000,170575500,52422500,19175100,30592300
2023-06-15,65433200,38899100,568622000,160171200,60458500,25973500,35246300
2023-06-16,101256200,46552000,655709000,167915600,84247100,43127700,45535600
2023-06-20,49799100,26375400,451153000,165611200,56930100,20701600,26097500
2023-06-21,49515700,25117800,551603000,211797100,52137700,20556200,30306300
2023-06-22,51245300,23556800,417737000,166875900,90354600,17563100,26952200
2023-06-23,53117000,23146900,358140000,177460800,71927800,51092000,34913600
2023-06-26,48088700,21520600,594322000,179990600,59989300,24232700,33969900
2023-06-27,50730800,24354100,462175000,164968200,46801000,26108300,39535900
2023-06-28,51216800,20259500,582639000,159770800,52149500,16722100,27091400
2023-06-29,46347300,16997000,380514000,131283400,40761000,15395700,24090900
2023-06-30,85213200,26832800,501148000,112620800,54350700,19694900,29532200
2023-07-03,31458200,12508700,198209000,119685900,28264800,8629300,14467900
2023-07-05,46920300,18172400,323618000,131530900,35895400,33865500,27584800
2023-07-06,45094300,28161200,303582000,120332100,40639900,47600500,24745200
2023-07-07,46815000,21214800,355881000,113879200,41992300,25586000,21709500
2023-07-10,59922200,32791400,353908000,119425400,61889300,37058300,35315200
2023-07-11,46638100,26698200,298244000,91972400,49951500,27585900,23078800
2023-07-12,60750200,29995300,481277000,95672100,54022800,36677100,30404400
2023-07-13,41342300,20567200,478204000,112681500,61170900,30281000,44297900
2023-07-14,41616200,28352700,772075000,120062400,54487100,23054100,33283100
2023-07-17,50520200,20363900,510488000,131569600,48450200,25323100,25716200
2023-07-18,48288200,64738600,569164000,112120300,54882900,20731900,26193600
2023-07-19,80507300,39732900,427502000,142355400,54531000,21763700,37224000
2023-07-20,59581200,33778400,537865000,175158300,59820600,23836900,37906800
2023-07-21,71951700,69405400,963769000,161796100,133307300,42139300,72937900
2023-07-24,45377800,26678100,382516000,136508500,45591100,24915700,29686100
2023-07-25,37283200,41637700,348081000,112757300,39236700,19585600,52509600
2023-07-26,47471900,58383700,364237000,95856200,53910100,47256900,61682100
2023-07-27,47460200,39635300,455976000,103697300,52610700,64229200,44952100
2023-07-28,48291400,28484900,331194000,111446000,46317400,39220300,36591200
2023-07-31,38824100,25446000,251055000,84582200,41901500,25799600,28055500
2023-08-01,35175100,18311900,237858000,83166000,42098500,22817900,23166800
2023-08-02,50389300,27761300,530142000,101752900,51027600,20461100,26273300
2023-08-03,61235200,18253700,324176000,97569100,88585200,15180200,20089500
2023-08-04,115956800,23741500,362666000,99539900,153128500,17612800,26147200
2023-08-07,97576100,17741500,322154000,111097900,71213100,16236500,22746300
2023-08-08,67823000,22327600,353843000,96642200,51710500,15183500,23535200
2023-08-09,60378500,22373300,586449000,101596300,50017300,19955800,24912900
2023-08-10,54686900,20113700,492705000,109498600,58928400,14358900,20857800
2023-08-11,52036700,24355500,533085000,99038600,42905800,14046300,19591100
2023-08-14,43675600,18836100,690286000,98595300,47148700,15641900,24695600
2023-08-15,43622600,16966300,676512000,88197600,42781500,11623600,19770700
2023-08-16,46964900,20698900,527451000,112484500,41675900,18547700,25216100
2023-08-17,66062900,21257200,452395000,120718400,48354100,23950100,33446300
2023-08-18,61172200,24755000,583768000,136276600,48497700,35347900,30504800
2023-08-21,46311900,24040000,692573000,135702700,41442500,20181500,25248700
2023-08-22,42038900,16084600,755293000,130442800,32905400,12980200,22054900
2023-08-23,52722800,21166400,779046000,101077600,42801000,18287000,27819700
2023-08-24,54945800,23281400,1156044000,99777400,43646300,18360900,28500700
2023-08-25,51449600,21684100,925341000,106612200,44147500,23701400,26762900
2023-08-28,43820700,14808500,685192000,107673700,34108400,14239300,20543300
2023-08-29,53003900,19284600,701397000,134047600,38646100,20844500,43075600
2023-08-30,60813900,15222100,735206000,121988400,36137000,17717000,28315800
2023-08-31,60794500,26411000,528570000,108861700,58781300,17229900,30053800
2023-09-01,45766500,14942000,463830000,132541600,40991500,12842300,21543700
2023-09-05,45280000,18553900,382653000,129469600,40636700,14956000,19403100
2023-09-06,81755800,17535800,468670000,116959800,41785500,15418100,18684500
2023-09-07,112488800,18381000,433330000,115312900,48498900,33748700,18844300
2023-09-08,65551300,19530100,473069000,118367700,38348200,17548000,23558300
2023-09-11,58953100,16583300,473966000,174667900,56764500,19489300,20763400
2023-09-12,90370200,17565500,349256000,135999900,42668500,13480400,18405500
2023-09-13,84267900,16544400,398355000,111673700,60465200,13210900,20749500
2023-09-14,60895800,20267000,370097000,107709800,64033600,19343100,24751000
2023-09-15,109259500,37679800,506831000,133692300,102909300,28131100,38919600
2023-09-18,67257600,16834200,500271000,101543300,42823500,14234200,21861300
2023-09-19,51826900,16505900,373064000,103704000,61482500,15924400,20353700
2023-09-20,58436200,21436500,367108000,122514600,46263700,19379500,29927500
2023-09-21,63149100,35560400,450736000,119951500,70343300,21319600,31503900
2023-09-22,56725400,21447900,479236000,127524100,59904300,25369600,26397300
2023-09-25,46172700,17836000,419091000,104636600,46017800,18987000,20094600
2023-09-26,64588900,26297600,402282000,101993600,73048200,19417200,25718700
2023-09-27,66921800,19410100,444935000,136597200,66553400,36429800,22746500
2023-09-28,56294400,19683600,424663000,117058900,54555000,22167100,22513100
2023-09-29,51861100,24147300,397830000,128522700,62411700,25373700,30859800
2023-10-02,52164500,20570000,433298000,123810400,48029700,16265600,22288000
2023-10-03,49594600,21033500,470850000,101985300,51565000,17362300,22989400
2023-10-04,53020300,20720100,361821000,129721600,44203900,16880500,26752300
2023-10-05,48527900,16965600,393483000,119159200,39660600,19130000,19832600
2023-10-06,57266700,25673600,434436000,118121800,46836700,21803900,27597600
2023-10-09,42390800,19891200,409675000,101377900,38773700,22503700,19278100
2023-10-10,43698000,20557100,368582000,122656000,42178600,19038000,27786600
2023-10-11,47551100,20063200,378137000,103706300,40741800,22036300,25884300
2023-10-12,56743100,19313100,481325000,111508100,55528600,20530500,24765500
2023-10-13,51427100,21072400,474115000,102073800,45786600,21341000,23420500
2023-10-16,52517000,22158000,375099000,88917200,42832900,16536100,28501900
2023-10-17,57549400,18338500,812333000,93562900,49344600,16387800,23515800
2023-10-18,54764400,23153600,627294000,125147800,42699500,16851000,23375000
2023-10-19,59302900,25052100,501233000,170772700,60961400,18709200,26066000
2023-10-20,64244000,25027700,477266000,138010100,56406400,22312300,26335700
2023-10-23,55980100,24374700,478530000,150683400,48260000,17796800,26317900
2023-10-24,43816600,31153600,401463000,118231100,46477400,19525500,44814300
2023-10-25,57157000,55053800,398379000,107065100,74577500,42192500,84366200
2023-10-26,70625300,37828500,541001000,115112600,100419500,66684100,57061100
2023-10-27,58499100,29856500,416784000,94881200,125309300,29596300,44566500
2023-10-30,51131000,22828100,388028000,136448200,72485500,28435100,28940100
2023-10-31,44846000,20265300,517969000,118068300,51589400,19434200,26292300
2023-11-01,56934900,28158800,437593000,121661700,61529400,20434600,30082400
2023-11-02,77334800,24348100,409172000,125987600,52236700,21631800,27124600
2023-11-03,79829200,23637700,424610000,119534800,44059800,16764300,26393100
2023-11-06,63841300,23828300,400733000,117335800,44970400,12887700,19052700
2023-11-07,70530000,25833900,343165000,116900100,53553500,14055600,29757300
2023-11-08,49340300,26767800,346719000,106584800,44521700,13609700,26425800
2023-11-09,53763500,24847300,540496000,142110500,36235400,16103100,23747800
2023-11-10,66133400,28042100,421245000,130994000,49287800,19096200,26913300
2023-11-13,43627500,19986500,384136000,140447600,35680600,16908900,18324800
2023-11-14,60108400,27683900,416954000,149771600,56674600,17179400,32395200
2023-11-15,53790500,26860100,475497000,150354000,63875700,14531200,23861500
2023-11-16,54412900,27182300,339756000,136816800,49653500,18932600,28013200
2023-11-17,50922700,40157000,325205000,142532800,49636700,14494400,37240600
2023-11-20,46505100,52465100,414120000,116320100,41951200,16960500,27815500
2023-11-21,38134500,28423100,565747000,122288000,71226000,12027900,22635300
2023-11-22,39617700,23345300,899420000,117950600,45669100,10702700,17813900
2023-11-24,24048300,10176600,294645000,65125200,22378400,5467500,12514300
2023-11-27,40552600,22179200,395662000,112031800,53762400,15684500,23436500
2023-11-28,38415400,20453100,401491000,148549900,42711700,12637200,18730000
2023-11-29,43014200,28963400,382005000,135401300,40610900,16024500,23967200
2023-11-30,48794400,30554400,526247000,132353200,65814000,23146400,38988300
2023-12-01,45704800,33040500,369317000,121331700,39951800,15276400,31442300
2023-12-04,43389500,32063300,437543000,104099800,48294200,19037100,36669900
2023-12-05,66628400,23065000,371718000,137971100,46822400,16952100,27384800
2023-12-06,41089700,21182100,380590000,126436200,39679000,11294300,23576200
2023-12-07,47477700,23118900,350823000,107142300,52352800,15905100,56767100
2023-12-08,53406400,20154400,359224000,103126800,41906000,14087400,32260100
2023-12-11,60943700,27708800,509728000,97913900,50907300,25802500,31138000
2023-12-12,52696900,24838300,372387000,95328300,44944300,18485500,29032800
2023-12-13,70404200,30955500,447792000,146286300,52766200,16353300,30104800
2023-12-14,66831600,43277500,391232000,160829200,58400800,19607300,38722400
2023-12-15,128538400,78502300,479948000,135932800,110089300,31776900,50847100
2023-12-18,55751900,21802900,412587000,116416500,62512800,18993900,32258000
2023-12-19,40714100,20603700,464444000,106737400,43171300,17729400,25476800
2023-12-20,52242800,26316700,397894000,125097000,50322100,16369900,49107200
2023-12-21,46482500,17708000,300425000,109594200,36305700,15289600,27488300
2023-12-22,37149600,17107500,252507000,93370100,29514100,11772800,26532200
2023-12-26,28919300,12673100,244200000,86892400,25067200,9898600,16780300
2023-12-27,48087700,14905400,233648000,106494400,31434700,13207900,19628600
2023-12-28,34049900,14327000,246587000,113619900,27057000,11798800,16045700
2023-12-29,42672100,18730800,389293000,100891600,39823200,14987100,18733000
2024-01-02,82488700,25258600,411254000,104654200,47339400,19042200,23711200
2024-01-03,58414500,23083500,320896000,121082600,49425500,15451100,24212100
2024-01-04,71983600,20901500,306535000,102629300,56039800,12099900,27137700
2024-01-05,62379700,21004600,415039000,92488900,45153100,13920700,22513900
2024-01-08,59144500,23134000,642510000,85166600,46757100,13890200,21404000
2024-01-09,42841800,20830000,773100000,96705700,43812600,13463900,24759600
2024-01-10,46792900,25514200,533796000,91628500,44421800,22117200,21320200
2024-01-11,49128400,27850800,596759000,105873600,49072700,17205400,24008700
2024-01-12,40477800,21661200,352994000,123043800,40484200,19310000,18785500
2024-01-16,65603000,27202300,449580000,115355000,41384600,15306900,22670500
2024-01-17,47317400,22234100,474394000,103164400,34953400,12724800,20968600
2024-01-18,78005800,23392100,491650000,108595400,37850200,16354300,25746400
2024-01-19,68903000,29331100,543501000,102260300,51651600,21670800,34271900
2024-01-22,60133900,27016900,452955000,117952500,43687500,17680500,32200400
2024-01-23,42355600,20525900,294654000,106605900,37986000,15506100,21636100
2024-01-24,53631300,24867000,560271000,123369900,48547300,15698500,25233500
2024-01-25,54822100,21021200,482777000,198076800,43638600,15091100,29149100
2024-01-26,44594000,17803300,390309000,107343200,51047400,13163700,26115500
2024-01-29,47145600,24510200,348733000,125013100,45270400,18742400,27784300
2024-01-30,55859400,33477600,410735000,109982300,45207400,18614700,36331800
2024-01-31,55467800,47871100,453795000,103221400,50284400,20180800,71910000
2024-02-01,64885400,30657700,369146000,91843300,76542400,29727100,40466500
2024-02-02,102551700,28256700,476578000,110612700,117218300,84707600,62499600
2024-02-05,69668800,25352300,680078000,134294400,55081300,40832400,38505400
2024-02-06,43490800,18382600,683111000,122676000,42505500,21655200,29128200
2024-02-07,53439000,22340500,495575000,111535200,47174100,23066000,25208900
2024-02-08,40962000,21225300,414422000,83034000,42316500,18815100,22563800
2024-02-09,45155200,22032800,436637000,84476300,56986000,18413100,26829500
2024-02-12,41781900,21202900,613710000,95498600,51050400,19382000,21564100
2024-02-13,56529500,27824900,602580000,86759500,56345100,20916600,27837700
2024-02-14,54630500,20401200,504917000,81203000,42815500,16858400,22704200
2024-02-15,65434500,21825500,420122000,120831800,49855200,24212300,37590700
2024-02-16,49752500,22296500,495327000,111346700,48107700,23324600,31468900
2024-02-20,53665600,24307900,704833000,104545800,41980300,18015500,25144700
2024-02-21,41371400,18518900,673755000,103500300,44420100,12921800,23223300
2024-02-22,52292200,27009900,865100000,92739500,55392400,21625800,27191900
2024-02-23,45119700,16295900,829388000,78841900,59715200,18374300,19493800
2024-02-26,40867400,16193500,503973000,111747100,44368600,12101400,53641800
2024-02-27,54318900,14835800,391705000,108645400,31141700,10809600,33099200
2024-02-28,48953900,13183100,393110000,99806200,28180500,12715500,37328600
2024-02-29,136682600,31947300,507289000,85907000,53805400,17732000,42133000
2024-03-01,73563100,17823400,479135000,82243100,31981200,16273600,31151100
2024-03-04,81510100,17596000,615616000,134334900,37381500,12324100,55999400
2024-03-05,95132400,26919200,520639000,119660800,37228300,15325300,40194800
2024-03-06,68587700,22344100,582520000,107920900,32090900,11757900,35318600
2024-03-07,71765100,18718500,608119000,102129000,34063300,18586400,37738200
2024-03-08,76267000,18002200,1142269000,85544600,37893200,18597100,39370400
2024-03-11,60139500,16120800,678364000,85391500,28484800,20428300,32437800
2024-03-12,59825400,22457000,668075000,87391700,36610600,15448200,27563400
2024-03-13,52488700,17115900,635713000,106524500,30772600,12090700,23347200
2024-03-14,72913500,34157300,602318000,126325700,43705800,12620000,42753400
2024-03-15,121752700,45079900,642086000,97146800,72147400,29153600,49475400
2024-03-18,75604200,20106000,668976000,108214400,31250700,11755300,69273700
2024-03-19,55215200,19837900,672171000,77271400,26880900,10903100,24070400
2024-03-20,53423100,17860100,479063000,83846700,29947200,11711100,21311500
2024-03-21,106181300,21296200,480372000,73178000,32824300,9712500,24755600
2024-03-22,71160100,17648500,586719000,75580600,27995400,8120600,29211800
2024-03-25,54288300,18060500,552136000,74228600,29815500,8380600,19229300
2024-03-26,57388400,16725600,513648000,113186200,29659000,11205400,22149100
2024-03-27,60273300,16705000,586067000,81804000,33272600,9989700,22879200
2024-03-28,65672700,21871200,435212000,77654800,38051600,15212800,24485400
2024-04-01,46240500,16316000,452441000,81562100,29174500,9247000,31730800
2024-04-02,49329500,17912000,433064000,116650600,32611500,11081000,24586000
2024-04-03,47691700,16502300,370067000,82950100,31046600,12099200,24705000
2024-04-04,53704400,19370900,434965000,123162000,41624300,26476300,34724700
2024-04-05,42104800,16554800,399678000,143157600,42374000,19263300,23459200
2024-04-08,37425500,14272400,283220000,104423300,39221300,13260600,20702000
2024-04-09,42373800,12496900,501700000,102951700,36520100,10863800,31079500
2024-04-10,49709300,16216600,431929000,84532400,35879200,11418500,22838600
2024-04-11,91070300,17966400,431637000,94516000,40020700,10369500,27166400
2024-04-12,101670900,19253800,426805000,64722700,38608800,11984500,25353700
2024-04-15,73531800,20273500,443077000,100245300,48052400,13512900,27136500
2024-04-16,73711200,16765600,370453000,97000000,32891300,9847900,20779500
2024-04-17,50901200,15855500,495400000,82439700,31359700,12193700,21763100
2024-04-18,43122900,21029900,447260000,96098800,30723800,14808700,19883000
2024-04-19,68149400,30565800,875198000,87074500,56000700,25215400,32615600
2024-04-22,48116400,20286900,596341000,107097600,37924900,17271100,26446200
2024-04-23,49537800,15734500,438559000,124545100,37046500,15079200,21151600
2024-04-24,48251800,15065300,512208000,181178000,34185100,37772700,22779100
2024-04-25,50558300,40586500,424641000,126427500,49249400,82890700,57109700
