Date,Open,High,Low,Close,Volume,dividends,stock_splits,Ticker
2018-01-02,52.25616650977731,53.39555637599077,52.25616650977731,53.258094787597656,31766000,0.0,0.0,GOOGL
2018-01-03,53.293826858111245,54.39401559956042,53.2690166056818,54.16673278808594,31318000,0.0,0.0,GOOGL
2018-01-04,54.44314296338079,54.79002080218762,54.30270550308476,54.377140045166016,26052000,0.0,0.0,GOOGL
2018-01-05,54.75875973348972,55.26146171123271,54.67687795009025,55.09819412231445,30250000,0.0,0.0,GOOGL
2018-01-08,55.133428626287504,55.53836996467042,55.08380433455561,55.292724609375,24644000,0.0,0.0,GOOGL
2018-01-09,55.50263843382941,55.50263843382941,54.99447692283552,55.22225570678711,26808000,0.0,0.0,GOOGL
2018-01-10,54.93492370665261,55.22175792273168,54.78505888649609,55.09074783325195,20734000,0.0,0.0,GOOGL
2018-01-11,55.19844224357218,55.32448878356856,54.9091281034237,55.18553924560547,22424000,0.0,0.0,GOOGL
2018-01-12,55.08876756824838,56.14081617656425,54.985051398298886,56.10856246948242,38586000,0.0,0.0,GOOGL
2018-01-16,56.587934163341046,57.01322191950671,55.91055335946256,56.11103820800781,36462000,0.0,0.0,GOOGL
2018-01-17,56.39191560177984,56.53880455027628,55.753240015475136,56.52788925170898,27830000,0.0,0.0,GOOGL
2018-01-18,56.54029761440659,56.60183294694647,55.80138143213378,56.37256622314453,27498000,0.0,0.0,GOOGL
2018-01-19,56.47479116377378,56.76013366064309,56.20036396582539,56.746238708496094,30552000,0.0,0.0,GOOGL
2018-01-22,56.76212029512655,57.90647370048914,56.66286793444216,57.77149200439453,29550000,0.0,0.0,GOOGL
2018-01-23,58.0920697038092,58.483612044433706,57.92483429799457,58.367488861083984,39138000,0.0,0.0,GOOGL
2018-01-24,58.80468510693005,58.90740931133954,57.932275229255815,58.12531661987305,37128000,0.0,0.0,GOOGL
2018-01-25,58.592787000499854,58.80567886956344,58.15261233236536,58.66374969482422,29984000,0.0,0.0,GOOGL
2018-01-26,58.93123606528734,58.93272399902344,57.96354908408981,58.93272399902344,42170000,0.0,0.0,GOOGL
2018-01-29,58.95455778646036,59.45080826013059,58.75903270702499,58.879127502441406,31494000,0.0,0.0,GOOGL
2018-01-30,58.44441449933271,58.95108431301713,58.28511472940525,58.42704391479492,37338000,0.0,0.0,GOOGL
2018-01-31,58.74662673993285,58.87118912454672,58.16551860611946,58.667724609375,36022000,0.0,0.0,GOOGL
2018-02-01,58.35855269734796,58.92725752667357,58.02953766913244,58.636451721191406,73514000,0.0,0.0,GOOGL
2018-02-02,55.94826521593821,56.14081062798635,55.14185825504949,55.54034805297852,117842000,0.0,0.0,GOOGL
2018-02-05,54.61782187208808,55.33143180962722,52.440774316330746,52.721153259277344,83550000,0.0,0.0,GOOGL
2018-02-06,51.31130902345979,53.96128479980708,51.1142960056207,53.81489181518555,76630000,0.0,0.0,GOOGL
2018-02-07,53.84168814584848,53.91910234091689,52.335566149712285,52.37477111816406,51942000,0.0,0.0,GOOGL
2018-02-08,52.59610037475117,52.79757719506311,49.85828727297066,50.007659912109375,66792000,0.0,0.0,GOOGL
2018-02-09,50.90934431618064,52.19165540867319,49.47617264973709,51.921199798583984,98360000,0.0,0.0,GOOGL
2018-02-12,52.43730013636036,52.87896276704964,51.8824939696113,52.33259201049805,56240000,0.0,0.0,GOOGL
2018-02-13,52.10629628053452,52.66309009287061,51.953451811130186,52.311744689941406,31586000,0.0,0.0,GOOGL
2018-02-14,52.3206809627639,53.37024968288684,52.09637780222555,53.2327880859375,41304000,0.0,0.0,GOOGL
2018-02-15,53.76626008274688,54.294768067501664,52.96134096810648,54.15879440307617,37396000,0.0,0.0,GOOGL
2018-02-16,54.25902704890968,54.99993083278105,54.16821388857048,54.364234924316406,39948000,0.0,0.0,GOOGL
2018-02-20,54.2282657694196,55.39594152717007,54.09130015779495,54.76570510864258,33754000,0.0,0.0,GOOGL
2018-02-21,55.03914280401336,56.38398115658834,54.960236887413046,55.2698974609375,41486000,0.0,0.0,GOOGL
2018-02-22,55.53886734773108,55.85100782313011,54.84312393182753,55.07884216308594,28010000,0.0,0.0,GOOGL
